delivery_id,order_id,delivery_distance_km,preparation_time_min,delivery_time_min,tip_amount,delivery_status
DLY048668,O021592,0.87,31,26.9,101.38,Delivered
DLY048669,O049411,3.93,35,45.4,21.75,Delivered
DLY048670,O007971,4.6,38,61.3,28.35,Delivered
DLY048671,O013576,2.08,36,53.4,41.72,Delivered
DLY048672,O035823,4.23,6,47.6,49.11,Delivered
DLY048673,O020060,1.66,18,49.6,17.71,Delivered
DLY048674,O024161,2.7,40,68.8,24.92,Delivered
DLY048675,O039987,6.46,31,94.1,18.84,Delivered
DLY048676,O006723,6.87,19,69.9,37.23,Delivered
DLY048677,O003301,11.41,16,81.6,23.72,Delivered
DLY048678,O019695,4.14,14,48.7,155.26,Delivered
DLY048679,O031481,1.12,16,17.5,33.54,Delivered
DLY048680,O008520,3.68,19,42.2,12.04,Delivered
DLY048681,O010683,3.17,35,59.4,15.42,Delivered
DLY048682,O030679,3.94,13,35.8,31.51,Delivered
DLY048683,O047064,4.42,10,37.0,70.96,Delivered
DLY048684,O010999,5.7,32,92.5,186.29,Delivered
DLY048685,O045369,6.72,19,86.8,142.96,Delivered
DLY048686,O044040,3.37,16,43.3,10.41,Delivered
DLY048687,O049761,5.0,15,40.5,53.16,Delivered
DLY048688,O019847,1.9,27,52.9,75.51,Delivered
DLY048689,O026400,4.37,8,27.6,81.68,Delivered
DLY048690,O040412,1.47,15,35.6,30.06,Delivered
DLY048691,O016439,3.55,18,31.1,34.53,Delivered
DLY048692,O047191,0.54,8,29.4,206.9,Delivered
DLY048693,O010094,1.34,23,0.0,0.0,Failed
DLY048694,O034250,2.02,22,34.7,114.09,Delivered
DLY048695,O037642,1.21,21,30.9,21.56,Delivered
DLY048696,O013088,5.8,26,44.2,21.52,Delivered
DLY048697,O040807,2.89,10,38.0,16.37,Delivered
DLY048698,O012343,5.52,26,71.5,20.65,Delivered
DLY048699,O025523,2.19,19,30.0,24.49,Delivered
DLY048700,O038566,4.34,27,79.4,58.3,Delivered
DLY048701,O011486,1.58,17,20.6,11.74,Delivered
DLY048702,O026738,0.58,23,34.8,36.24,Delivered
DLY048703,O038001,2.41,22,52.2,149.11,Delivered
DLY048704,O006646,9.91,37,69.4,103.09,Delivered
DLY048705,O028866,4.31,40,55.8,173.12,Delivered
DLY048706,O048303,7.45,22,55.5,76.67,Delivered
DLY048707,O038259,2.73,7,33.4,45.01,Delivered
DLY048708,O033537,7.55,14,41.0,28.32,Delivered
DLY048709,O018450,2.27,19,49.1,11.78,Delivered
DLY048710,O023571,12.06,25,92.4,39.59,Delivered
DLY048711,O028072,5.03,22,61.6,134.23,Delivered
DLY048712,O007312,1.93,35,58.7,22.84,Delivered
DLY048713,O024862,7.19,5,39.5,78.13,Delivered
DLY048714,O042461,4.38,19,69.8,103.5,Delivered
DLY048715,O020909,2.91,32,55.6,47.27,Delivered
DLY048716,O027953,2.96,34,69.9,138.64,Delivered
DLY048717,O002718,4.54,27,57.1,59.17,Delivered
DLY048718,O002080,0.5,18,40.1,50.33,Delivered
DLY048719,O027966,2.42,30,73.2,31.19,Delivered
DLY048720,O033720,11.39,28,90.0,61.66,Delivered
DLY048721,O024443,10.13,10,48.5,38.75,Delivered
DLY048722,O002483,5.26,15,49.7,85.4,Delivered
DLY048723,O026839,4.01,30,55.0,76.37,Delivered
DLY048724,O041950,5.44,20,60.2,25.64,Delivered
DLY048725,O001760,5.45,16,59.5,62.34,Delivered
DLY048726,O009985,2.62,15,45.5,30.59,Delivered
DLY048727,O020807,2.06,21,53.8,30.34,Delivered
DLY048728,O009917,9.23,37,100.9,44.52,Delivered
DLY048729,O021567,1.0,13,20.5,22.83,Delivered
DLY048730,O031196,0.87,26,36.0,30.52,Delivered
DLY048731,O024918,2.47,21,55.2,19.36,Delivered
DLY048732,O037012,7.73,50,107.8,52.17,Delivered
DLY048733,O019817,4.9,33,64.1,19.01,Delivered
DLY048734,O046164,0.94,38,47.9,131.83,Delivered
DLY048735,O004945,5.01,34,62.5,39.13,Delivered
DLY048736,O027697,2.41,21,39.0,14.51,Delivered
DLY048737,O038357,3.96,28,61.9,36.34,Delivered
DLY048738,O016242,0.77,5,36.7,36.28,Delivered
DLY048739,O010396,3.31,17,54.5,23.51,Delivered
DLY048740,O019098,2.32,12,22.1,9.87,Delivered
DLY048741,O004758,5.46,18,43.7,19.38,Delivered
DLY048742,O028735,3.31,24,54.6,101.2,Delivered
DLY048743,O037149,1.36,49,77.8,19.24,Delivered
DLY048744,O046241,5.1,33,53.6,23.34,Delivered
DLY048745,O022360,8.83,26,63.0,12.78,Delivered
DLY048746,O019957,5.31,18,66.7,45.33,Delivered
DLY048747,O045766,6.76,20,47.6,80.34,Delivered
DLY048748,O005300,2.81,29,70.8,22.99,Delivered
DLY048749,O001991,3.84,24,38.3,26.51,Delivered
DLY048750,O045081,11.26,22,79.3,217.85,Delivered
DLY048751,O045720,3.0,30,65.0,11.69,Delivered
DLY048752,O013491,1.72,35,44.0,88.32,Delivered
DLY048753,O004972,8.75,21,68.3,28.37,Delivered
DLY048754,O049678,10.22,23,79.3,37.26,Delivered
DLY048755,O045995,7.67,23,60.7,35.4,Delivered
DLY048756,O006784,4.7,22,49.4,171.86,Delivered
DLY048757,O036369,3.54,18,37.2,20.33,Delivered
DLY048758,O008667,3.35,14,54.9,19.01,Delivered
DLY048759,O008071,2.2,11,27.0,100.52,Delivered
DLY048760,O008578,10.04,9,55.9,24.82,Delivered
DLY048761,O007974,0.82,25,51.4,106.69,Delivered
DLY048762,O043083,2.52,36,63.0,106.95,Delivered
DLY048763,O034394,4.91,29,55.9,99.56,Delivered
DLY048764,O025151,8.1,17,51.6,24.68,Delivered
DLY048765,O040739,2.68,34,77.2,98.56,Delivered
DLY048766,O013225,6.53,24,64.6,127.51,Delivered
DLY048767,O032410,2.31,13,39.5,6.69,Delivered
DLY048768,O036981,4.6,18,50.2,70.75,Delivered
DLY048769,O039225,14.38,25,78.0,6.25,Delivered
DLY048770,O031881,4.13,30,73.5,53.21,Delivered
DLY048771,O009525,2.13,14,28.7,45.67,Delivered
DLY048772,O011695,1.75,30,50.7,40.03,Delivered
DLY048773,O002709,2.94,34,42.1,80.91,Delivered
DLY048774,O039283,11.64,22,78.6,26.62,Delivered
DLY048775,O037431,4.97,21,60.2,90.99,Delivered
DLY048776,O034623,2.03,33,66.1,74.43,Delivered
DLY048777,O035841,3.43,20,59.8,152.16,Delivered
DLY048778,O019257,8.16,20,42.5,9.83,Delivered
DLY048779,O047524,4.56,19,55.5,188.76,Delivered
DLY048780,O001646,8.67,28,75.6,28.64,Delivered
DLY048781,O036186,6.64,45,71.9,47.43,Delivered
DLY048782,O036245,1.73,24,40.4,11.36,Delivered
DLY048783,O022117,8.24,24,62.3,11.71,Delivered
DLY048784,O011054,1.94,29,47.9,25.46,Delivered
DLY048785,O034561,4.76,32,61.0,13.5,Delivered
DLY048786,O013719,1.77,24,53.8,32.02,Delivered
DLY048787,O047883,7.2,25,59.6,39.13,Delivered
DLY048788,O003798,1.49,20,37.1,28.1,Delivered
DLY048789,O003369,8.6,33,77.1,44.92,Delivered
DLY048790,O044328,1.95,23,62.4,26.99,Delivered
DLY048791,O039965,3.79,42,72.7,150.12,Delivered
DLY048792,O020531,1.93,18,24.5,34.93,Delivered
DLY048793,O044410,3.38,26,53.4,6.65,Delivered
DLY048794,O041564,2.78,31,56.4,86.2,Delivered
DLY048795,O027633,1.1,6,31.6,7.91,Delivered
DLY048796,O000127,4.26,23,52.5,5.63,Delivered
DLY048797,O038728,1.47,22,44.0,39.36,Delivered
DLY048798,O046404,4.05,27,69.3,69.26,Delivered
DLY048799,O015344,0.98,42,45.7,114.22,Delivered
DLY048800,O037220,5.07,15,50.7,16.97,Delivered
DLY048801,O039916,2.93,41,0.0,0.0,Failed
DLY048802,O019916,15.34,15,100.0,134.07,Delivered
DLY048803,O027307,5.07,27,73.0,199.22,Delivered
DLY048804,O033596,0.95,33,38.3,68.8,Delivered
DLY048805,O026216,5.07,13,34.5,36.7,Delivered
DLY048806,O015329,1.08,17,0.0,0.0,Failed
DLY048807,O017369,3.33,39,72.1,19.22,Delivered
DLY048808,O044242,3.76,34,72.8,17.21,Delivered
DLY048809,O007784,15.28,22,102.5,93.69,Delivered
DLY048810,O010381,3.9,42,82.9,19.16,Delivered
DLY048811,O010458,1.1,22,39.3,116.74,Delivered
DLY048812,O002444,3.9,15,29.8,22.93,Delivered
DLY048813,O024939,3.88,21,61.9,50.45,Delivered
DLY048814,O010542,2.63,10,54.5,13.76,Delivered
DLY048815,O000815,7.1,15,48.6,33.37,Delivered
DLY048816,O013000,6.6,36,0.0,0.0,Failed
DLY048817,O044166,4.2,29,47.2,144.08,Delivered
DLY048818,O048856,4.66,14,33.7,48.48,Delivered
DLY048819,O043880,0.73,36,59.3,80.88,Delivered
DLY048820,O014154,3.14,32,45.2,32.35,Delivered
DLY048821,O012299,2.34,20,32.4,6.69,Delivered
DLY048822,O005780,5.01,25,67.1,58.05,Delivered
DLY048823,O034885,6.32,29,74.1,5.31,Delivered
DLY048824,O033562,2.7,19,0.0,0.0,Failed
DLY048825,O010148,3.62,25,0.0,0.0,Failed
DLY048826,O039667,3.9,15,47.0,55.79,Delivered
DLY048827,O035443,4.96,37,78.4,27.71,Delivered
DLY048828,O016479,2.02,18,36.6,35.41,Delivered
DLY048829,O048539,2.31,28,46.0,37.97,Delivered
DLY048830,O020610,3.06,20,56.4,39.35,Delivered
DLY048831,O003757,3.6,46,59.5,14.13,Delivered
DLY048832,O035660,3.63,38,80.1,29.97,Delivered
DLY048833,O018756,4.83,26,57.9,17.22,Delivered
DLY048834,O014383,2.41,44,57.7,36.82,Delivered
DLY048835,O020104,1.5,14,17.5,48.55,Delivered
DLY048836,O035997,2.39,45,99.0,7.13,Delivered
DLY048837,O040632,2.99,31,64.5,24.64,Delivered
DLY048838,O006360,2.94,17,38.5,17.15,Delivered
DLY048839,O049022,2.94,17,38.9,118.72,Delivered
DLY048840,O029487,2.17,17,0.0,0.0,Failed
DLY048841,O023711,4.35,28,70.5,13.05,Delivered
DLY048842,O046198,5.33,30,81.1,117.83,Delivered
DLY048843,O043873,4.26,46,89.5,16.18,Delivered
DLY048844,O046715,2.34,23,32.4,9.14,Delivered
DLY048845,O037381,1.94,52,78.0,59.59,Delivered
DLY048846,O032266,4.79,24,50.1,39.45,Delivered
DLY048847,O019030,10.94,33,92.0,70.05,Delivered
DLY048848,O002244,5.3,11,63.0,30.74,Delivered
DLY048849,O038142,2.62,21,36.6,37.63,Delivered
DLY048850,O002337,3.49,34,71.3,6.6,Delivered
DLY048851,O017335,1.22,23,40.2,13.49,Delivered
DLY048852,O032155,5.28,22,49.8,34.81,Delivered
DLY048853,O044029,4.85,33,49.7,295.89,Delivered
DLY048854,O001121,3.5,27,77.9,38.59,Delivered
DLY048855,O032185,3.6,19,50.0,15.57,Delivered
DLY048856,O010790,3.53,23,46.6,28.73,Delivered
DLY048857,O033188,2.6,18,29.4,18.25,Delivered
DLY048858,O000923,2.87,20,0.0,0.0,Failed
DLY048859,O009447,4.11,20,33.9,11.37,Delivered
DLY048860,O025054,4.84,18,43.5,12.59,Delivered
DLY048861,O005409,5.51,28,60.1,48.45,Delivered
DLY048862,O005789,4.66,38,51.7,60.41,Delivered
DLY048863,O015375,2.39,24,63.6,140.93,Delivered
DLY048864,O021952,3.34,34,49.7,13.64,Delivered
DLY048865,O031274,9.19,16,84.2,25.38,Delivered
DLY048866,O024520,2.84,12,37.6,12.07,Delivered
DLY048867,O017587,8.9,27,65.2,48.2,Delivered
DLY048868,O031111,0.88,25,32.4,55.01,Delivered
DLY048869,O027203,2.5,28,72.3,57.77,Delivered
DLY048870,O041158,6.54,31,51.9,14.26,Delivered
DLY048871,O001971,5.85,29,72.8,54.42,Delivered
DLY048872,O011303,8.28,23,62.3,15.05,Delivered
DLY048873,O004019,1.41,22,57.8,113.74,Delivered
DLY048874,O026728,6.81,13,35.4,107.23,Delivered
DLY048875,O036456,1.89,30,72.7,37.55,Delivered
DLY048876,O018382,9.85,25,85.4,86.35,Delivered
DLY048877,O045559,4.8,22,53.7,28.98,Delivered
DLY048878,O011247,12.05,14,52.6,25.48,Delivered
DLY048879,O034017,1.7,30,47.3,13.72,Delivered
DLY048880,O002193,1.49,20,51.7,37.34,Delivered
DLY048881,O019097,0.5,25,28.2,40.38,Delivered
DLY048882,O009185,8.83,18,66.1,70.97,Delivered
DLY048883,O018575,2.97,27,50.5,34.64,Delivered
DLY048884,O037439,4.23,45,65.2,25.88,Delivered
DLY048885,O021527,6.23,37,70.2,11.34,Delivered
DLY048886,O005985,5.45,11,50.1,47.96,Delivered
DLY048887,O006566,3.11,20,46.4,41.91,Delivered
DLY048888,O007805,1.65,19,45.4,42.0,Delivered
DLY048889,O011955,0.73,12,46.9,113.5,Delivered
DLY048890,O039712,2.48,9,24.5,25.29,Delivered
DLY048891,O028174,2.9,46,74.8,40.19,Delivered
DLY048892,O029288,6.2,20,67.4,38.45,Delivered
DLY048893,O009511,1.3,46,55.0,179.75,Delivered
DLY048894,O043304,3.62,25,51.9,51.11,Delivered
DLY048895,O018521,2.89,11,42.7,40.69,Delivered
DLY048896,O017450,2.42,24,0.0,0.0,Failed
DLY048897,O014061,5.21,40,75.2,24.66,Delivered
DLY048898,O016985,0.87,21,30.1,24.32,Delivered
DLY048899,O020612,2.24,26,53.7,62.34,Delivered
DLY048900,O040346,5.09,15,38.5,78.42,Delivered
DLY048901,O000078,1.26,29,0.0,0.0,Failed
DLY048902,O023931,3.39,20,55.7,24.53,Delivered
DLY048903,O019283,4.64,31,75.9,27.3,Delivered
DLY048904,O015525,0.51,32,44.7,79.31,Delivered
DLY048905,O021205,1.48,25,51.4,113.7,Delivered
DLY048906,O023326,5.34,20,53.4,45.71,Delivered
DLY048907,O030524,6.48,21,52.8,28.78,Delivered
DLY048908,O041833,6.41,11,49.1,38.91,Delivered
DLY048909,O008008,0.5,6,28.7,61.46,Delivered
DLY048910,O021853,2.47,29,0.0,0.0,Failed
DLY048911,O005952,3.14,15,41.4,132.05,Delivered
DLY048912,O043926,9.75,36,79.1,208.29,Delivered
DLY048913,O036160,1.46,32,42.9,57.17,Delivered
DLY048914,O005416,6.03,23,0.0,0.0,Failed
DLY048915,O008163,7.13,19,0.0,0.0,Failed
DLY048916,O019020,8.47,20,72.9,23.88,Delivered
DLY048917,O005257,6.04,11,56.2,38.26,Delivered
DLY048918,O036299,7.26,45,89.0,126.15,Delivered
DLY048919,O008568,8.59,32,0.0,0.0,Failed
DLY048920,O001909,4.17,26,54.9,9.52,Delivered
DLY048921,O042930,0.96,31,0.0,0.0,Failed
DLY048922,O000236,3.65,14,58.6,36.92,Delivered
DLY048923,O012220,2.52,31,56.4,42.51,Delivered
DLY048924,O031038,6.71,7,39.0,122.35,Delivered
DLY048925,O017989,3.16,8,26.5,34.58,Delivered
DLY048926,O040753,4.04,27,47.8,25.34,Delivered
DLY048927,O042079,4.43,25,59.8,36.66,Delivered
DLY048928,O028254,4.67,13,59.4,68.01,Delivered
DLY048929,O036259,6.5,16,54.3,66.66,Delivered
DLY048930,O026615,6.13,33,83.6,49.91,Delivered
DLY048931,O032294,9.24,17,53.4,6.57,Delivered
DLY048932,O014232,3.45,26,75.0,70.54,Delivered
DLY048933,O027535,8.03,21,70.4,22.85,Delivered
DLY048934,O019217,4.78,34,70.8,36.53,Delivered
DLY048935,O043337,2.87,30,66.6,84.62,Delivered
DLY048936,O001343,5.1,28,81.2,73.99,Delivered
DLY048937,O008513,10.83,13,72.2,32.37,Delivered
DLY048938,O034388,2.97,17,43.2,13.4,Delivered
DLY048939,O005288,2.37,17,26.1,18.92,Delivered
DLY048940,O039810,8.08,13,69.2,58.34,Delivered
DLY048941,O002220,3.72,27,40.9,29.32,Delivered
DLY048942,O009866,0.81,31,51.7,47.07,Delivered
DLY048943,O022423,6.05,18,77.4,16.41,Delivered
DLY048944,O016645,7.49,31,66.5,45.0,Delivered
DLY048945,O049229,10.6,15,60.1,66.25,Delivered
DLY048946,O045746,0.68,45,79.2,52.95,Delivered
DLY048947,O020129,1.68,18,24.0,37.66,Delivered
DLY048948,O047363,0.55,32,51.5,38.9,Delivered
DLY048949,O039757,7.46,22,53.9,39.59,Delivered
DLY048950,O032255,5.05,13,56.6,21.52,Delivered
DLY048951,O020619,3.05,21,43.9,45.68,Delivered
DLY048952,O001918,1.58,26,29.7,44.83,Delivered
DLY048953,O001829,0.69,9,20.7,62.21,Delivered
DLY048954,O042534,1.48,20,33.0,21.68,Delivered
DLY048955,O045376,10.9,23,0.0,0.0,Failed
DLY048956,O012942,6.99,13,44.5,59.72,Delivered
DLY048957,O039002,2.11,25,37.2,75.98,Delivered
DLY048958,O002049,1.0,18,32.4,45.64,Delivered
DLY048959,O039052,5.18,23,67.0,20.61,Delivered
DLY048960,O036977,2.53,29,67.4,11.86,Delivered
DLY048961,O045588,1.37,25,35.5,26.27,Delivered
DLY048962,O026387,5.76,25,77.9,41.14,Delivered
DLY048963,O042102,6.54,45,76.0,33.94,Delivered
DLY048964,O030106,6.45,43,75.4,29.39,Delivered
DLY048965,O006470,9.94,10,71.8,8.06,Delivered
DLY048966,O032044,2.99,41,0.0,0.0,Failed
DLY048967,O049287,2.35,16,58.7,42.23,Delivered
DLY048968,O046515,3.78,20,59.2,34.2,Delivered
DLY048969,O048154,1.38,19,25.0,39.97,Delivered
DLY048970,O013704,9.0,42,85.9,26.46,Delivered
DLY048971,O010955,5.01,26,57.7,22.02,Delivered
DLY048972,O000847,3.27,22,39.0,14.95,Delivered
DLY048973,O038329,1.62,11,0.0,0.0,Failed
DLY048974,O013235,3.63,11,28.0,22.3,Delivered
DLY048975,O047078,0.51,23,42.8,27.06,Delivered
DLY048976,O018936,2.7,11,23.1,31.41,Delivered
DLY048977,O046686,2.97,12,21.2,34.04,Delivered
DLY048978,O000118,0.5,25,0.0,0.0,Failed
DLY048979,O041606,1.91,17,36.9,82.16,Delivered
DLY048980,O022351,1.23,24,46.8,20.71,Delivered
DLY048981,O028747,3.27,12,34.6,7.58,Delivered
DLY048982,O014044,6.46,30,66.8,3.26,Delivered
DLY048983,O041428,2.26,19,43.4,167.53,Delivered
DLY048984,O016390,9.59,5,38.8,5.92,Delivered
DLY048985,O038111,0.79,16,43.5,14.3,Delivered
DLY048986,O009112,4.49,49,0.0,0.0,Failed
DLY048987,O010788,6.11,43,88.6,91.41,Delivered
DLY048988,O004325,7.81,18,54.8,75.05,Delivered
DLY048989,O035359,2.89,17,30.3,19.79,Delivered
DLY048990,O024819,3.95,38,59.7,155.02,Delivered
DLY048991,O013047,2.78,27,61.6,20.61,Delivered
DLY048992,O027447,15.13,19,85.6,99.23,Delivered
DLY048993,O020120,4.45,10,28.6,28.07,Delivered
DLY048994,O013919,5.17,32,80.2,36.97,Delivered
DLY048995,O010590,9.52,10,59.3,199.79,Delivered
DLY048996,O011614,2.75,20,33.8,14.11,Delivered
DLY048997,O027140,3.55,35,59.4,38.81,Delivered
DLY048998,O006768,1.12,25,50.8,89.15,Delivered
DLY048999,O005623,1.61,15,36.9,71.99,Delivered
DLY049000,O001606,9.64,28,68.0,8.67,Delivered
DLY049001,O026901,6.31,14,50.8,79.73,Delivered
DLY049002,O027286,5.93,22,81.8,160.97,Delivered
DLY049003,O028025,4.72,21,76.9,11.7,Delivered
DLY049004,O003813,4.26,22,62.1,31.86,Delivered
DLY049005,O047046,4.99,28,52.2,34.46,Delivered
DLY049006,O017261,1.61,14,46.2,158.05,Delivered
DLY049007,O010555,1.16,50,72.8,55.83,Delivered
DLY049008,O010168,11.6,17,0.0,0.0,Failed
DLY049009,O034530,1.29,13,35.3,49.96,Delivered
DLY049010,O048448,5.86,11,34.9,77.22,Delivered
DLY049011,O019124,2.13,19,31.5,120.48,Delivered
DLY049012,O035241,2.69,28,70.6,43.59,Delivered
DLY049013,O015914,7.55,41,81.0,10.63,Delivered
DLY049014,O006739,5.1,7,48.6,33.08,Delivered
DLY049015,O023276,8.53,20,82.4,62.8,Delivered
DLY049016,O015729,1.29,7,20.2,16.01,Delivered
DLY049017,O012200,1.77,37,0.0,0.0,Failed
DLY049018,O007944,11.23,32,85.8,52.21,Delivered
DLY049019,O012911,3.14,15,56.3,26.51,Delivered
DLY049020,O014370,1.14,18,56.8,58.56,Delivered
DLY049021,O026070,15.42,18,85.7,20.48,Delivered
DLY049022,O006372,15.23,34,103.9,46.38,Delivered
DLY049023,O026735,6.45,21,63.3,22.12,Delivered
DLY049024,O016617,0.57,17,0.0,0.0,Failed
DLY049025,O008259,2.88,26,47.1,56.74,Delivered
DLY049026,O007562,1.83,36,71.8,40.69,Delivered
DLY049027,O042564,1.43,18,23.1,24.56,Delivered
DLY049028,O006169,2.36,30,37.6,49.52,Delivered
DLY049029,O044244,4.12,30,63.4,36.98,Delivered
DLY049030,O003597,3.91,27,48.6,77.36,Delivered
DLY049031,O039057,3.6,15,66.2,36.94,Delivered
DLY049032,O004633,9.29,24,0.0,0.0,Failed
DLY049033,O047916,1.31,30,0.0,0.0,Failed
DLY049034,O006230,6.72,9,43.0,7.77,Delivered
DLY049035,O029927,0.97,7,17.1,68.88,Delivered
DLY049036,O049370,0.7,19,45.6,46.12,Delivered
DLY049037,O049318,6.83,11,53.3,11.63,Delivered
DLY049038,O010268,2.11,36,66.6,9.19,Delivered
DLY049039,O045541,3.5,33,64.4,9.99,Delivered
DLY049040,O038519,1.68,28,59.9,70.82,Delivered
DLY049041,O008153,5.26,5,26.8,8.92,Delivered
DLY049042,O046272,12.24,40,0.0,0.0,Failed
DLY049043,O035855,4.15,25,62.4,24.15,Delivered
DLY049044,O034675,1.72,25,52.3,19.59,Delivered
DLY049045,O039651,10.12,20,71.1,41.52,Delivered
DLY049046,O023334,5.27,34,72.2,8.37,Delivered
DLY049047,O040442,1.19,36,40.4,96.97,Delivered
DLY049048,O040941,6.71,29,62.7,41.26,Delivered
DLY049049,O001532,7.1,27,74.0,28.95,Delivered
DLY049050,O038639,1.25,25,40.2,13.78,Delivered
DLY049051,O019182,5.81,39,92.3,60.2,Delivered
DLY049052,O017303,12.27,13,64.7,87.8,Delivered
DLY049053,O018031,5.71,19,64.4,58.43,Delivered
DLY049054,O005123,8.74,18,46.9,93.5,Delivered
DLY049055,O005127,3.55,20,42.5,51.4,Delivered
DLY049056,O046392,1.16,22,0.0,0.0,Failed
DLY049057,O015035,4.22,27,56.3,34.03,Delivered
DLY049058,O004622,5.68,25,54.4,29.71,Delivered
DLY049059,O039578,1.86,19,64.3,4.3,Delivered
DLY049060,O016749,17.63,33,108.7,113.54,Delivered
DLY049061,O048514,2.8,27,34.4,69.93,Delivered
DLY049062,O044248,8.99,33,61.3,131.46,Delivered
DLY049063,O002126,1.88,23,61.0,75.93,Delivered
DLY049064,O008151,12.66,24,71.4,61.66,Delivered
DLY049065,O028700,2.1,18,29.8,138.82,Delivered
DLY049066,O008718,2.86,33,60.2,40.73,Delivered
DLY049067,O045782,4.81,6,51.1,19.0,Delivered
DLY049068,O000056,1.05,28,49.3,29.31,Delivered
DLY049069,O017023,5.9,35,84.4,8.96,Delivered
DLY049070,O000303,7.55,36,81.5,52.89,Delivered
DLY049071,O022196,6.92,30,61.9,29.7,Delivered
DLY049072,O014179,3.63,40,60.4,33.92,Delivered
DLY049073,O013569,2.0,17,50.0,46.18,Delivered
DLY049074,O029722,3.48,20,47.8,90.68,Delivered
DLY049075,O004433,3.32,15,47.7,18.38,Delivered
DLY049076,O019263,3.19,16,51.7,95.09,Delivered
DLY049077,O045163,3.9,29,77.9,43.65,Delivered
DLY049078,O010479,3.76,27,0.0,0.0,Failed
DLY049079,O043222,2.24,21,38.7,12.69,Delivered
DLY049080,O005241,2.1,31,54.4,106.65,Delivered
DLY049081,O022575,5.61,18,46.7,183.69,Delivered
DLY049082,O010489,13.02,27,90.8,5.4,Delivered
DLY049083,O023322,2.52,20,43.2,17.69,Delivered
DLY049084,O023625,2.89,15,50.9,94.93,Delivered
DLY049085,O016283,4.74,19,54.8,28.31,Delivered
DLY049086,O046893,3.65,28,39.7,14.02,Delivered
DLY049087,O026330,4.94,32,81.2,24.25,Delivered
DLY049088,O042929,7.5,13,49.1,124.19,Delivered
DLY049089,O027694,3.41,16,51.4,17.82,Delivered
DLY049090,O018778,2.61,40,75.0,115.68,Delivered
DLY049091,O016908,2.49,28,49.9,105.11,Delivered
DLY049092,O039145,11.24,21,0.0,0.0,Failed
DLY049093,O039750,3.82,18,39.6,9.92,Delivered
DLY049094,O013717,1.15,18,44.8,90.55,Delivered
DLY049095,O023062,0.6,15,47.3,21.87,Delivered
DLY049096,O036669,4.04,19,45.4,73.51,Delivered
DLY049097,O037546,4.82,47,74.9,15.41,Delivered
DLY049098,O045660,2.47,14,29.2,26.88,Delivered
DLY049099,O021970,0.82,25,44.6,36.11,Delivered
DLY049100,O021509,7.52,34,69.8,39.0,Delivered
DLY049101,O023955,2.43,16,48.4,113.13,Delivered
DLY049102,O011315,5.68,6,51.9,58.86,Delivered
DLY049103,O028733,1.47,24,29.1,13.44,Delivered
DLY049104,O010162,0.83,13,52.3,34.39,Delivered
DLY049105,O004189,1.62,22,45.3,36.9,Delivered
DLY049106,O033435,5.55,30,52.2,40.05,Delivered
DLY049107,O036035,2.27,37,68.6,39.9,Delivered
DLY049108,O018272,1.6,21,0.0,0.0,Failed
DLY049109,O041241,9.86,7,50.0,5.95,Delivered
DLY049110,O042680,1.77,24,22.6,184.58,Delivered
DLY049111,O045416,0.5,34,46.9,14.44,Delivered
DLY049112,O024072,2.95,41,81.6,21.8,Delivered
DLY049113,O022416,4.46,18,59.4,88.44,Delivered
DLY049114,O011638,0.62,9,37.3,5.01,Delivered
DLY049115,O006091,6.93,17,67.5,59.84,Delivered
DLY049116,O006239,6.66,15,72.6,45.18,Delivered
DLY049117,O015184,1.07,37,49.1,90.66,Delivered
DLY049118,O040119,6.11,15,45.4,32.48,Delivered
DLY049119,O024215,3.28,24,62.3,49.63,Delivered
DLY049120,O017145,6.06,32,72.1,22.22,Delivered
DLY049121,O006255,4.52,28,79.3,30.12,Delivered
DLY049122,O045003,7.57,15,48.2,32.84,Delivered
DLY049123,O012016,1.27,12,44.2,44.46,Delivered
DLY049124,O036587,2.21,35,57.0,26.85,Delivered
DLY049125,O039038,1.42,38,35.1,21.3,Delivered
DLY049126,O004301,3.63,13,0.0,0.0,Failed
DLY049127,O005570,2.88,34,49.8,27.41,Delivered
DLY049128,O014389,2.76,13,49.4,17.97,Delivered
DLY049129,O007942,1.95,42,72.9,43.75,Delivered
DLY049130,O027170,5.07,16,43.3,8.9,Delivered
DLY049131,O036933,1.26,10,26.4,38.9,Delivered
DLY049132,O019964,6.99,33,89.7,43.69,Delivered
DLY049133,O021834,6.82,18,64.4,21.91,Delivered
DLY049134,O019857,1.93,37,69.0,65.17,Delivered
DLY049135,O039812,1.74,44,56.7,31.49,Delivered
DLY049136,O037661,5.18,15,43.6,10.15,Delivered
DLY049137,O043089,1.37,31,59.0,12.39,Delivered
DLY049138,O004855,2.37,38,73.2,70.38,Delivered
DLY049139,O004638,1.66,23,54.6,74.19,Delivered
DLY049140,O042319,7.93,29,82.2,38.29,Delivered
DLY049141,O031704,2.69,18,48.0,60.29,Delivered
DLY049142,O028921,3.12,19,27.8,60.75,Delivered
DLY049143,O017716,4.18,29,52.2,12.07,Delivered
DLY049144,O010210,4.01,40,65.7,43.1,Delivered
DLY049145,O023387,13.8,11,66.7,27.46,Delivered
DLY049146,O025935,5.44,19,42.0,9.72,Delivered
DLY049147,O006942,5.73,34,82.7,162.04,Delivered
DLY049148,O008018,4.33,10,57.2,32.14,Delivered
DLY049149,O042290,7.08,34,65.3,170.09,Delivered
