payment_id,order_id,customer_id,payment_method,payment_status,amount_paid,payment_timestamp
PAY034333,O034333,C00035,Wallet,Successful,312.97,2026-04-29 15:09:00
PAY034334,O034334,C02044,Credit Card,Successful,367.46,2026-05-24 23:25:00
PAY034335,O034335,C01277,UPI,Successful,321.65,2026-06-04 11:04:00
PAY034336,O034336,C04571,Debit Card,Successful,645.23,2026-04-01 20:30:00
PAY034337,O034337,C04855,Credit Card,Successful,250.63,2026-06-05 15:01:00
PAY034338,O034338,C04566,Credit Card,Refunded,1290.33,2026-06-21 22:12:00
PAY034339,O034339,C02955,Debit Card,Refunded,518.4,2026-05-21 22:20:00
PAY034340,O034340,C00264,Credit Card,Successful,322.98,2026-03-10 01:27:00
PAY034341,O034341,C01129,UPI,Successful,184.52,2026-03-27 03:24:00
PAY034342,O034342,C03292,Cash,Successful,219.84,2026-03-04 19:14:00
PAY034343,O034343,C04863,UPI,Successful,525.55,2026-01-08 06:21:00
PAY034344,O034344,C00407,Wallet,Successful,755.0,2026-03-13 22:30:00
PAY034345,O034345,C02694,Credit Card,Successful,705.05,2026-05-28 20:25:00
PAY034346,O034346,C01230,Credit Card,Successful,347.59,2026-02-21 23:15:00
PAY034347,O034347,C02112,UPI,Successful,1093.73,2026-03-24 21:06:00
PAY034348,O034348,C03017,UPI,Successful,516.58,2026-05-29 13:25:00
PAY034349,O034349,C00872,Wallet,Successful,546.79,2026-05-20 15:27:00
PAY034350,O034350,C04134,Wallet,Successful,310.38,2026-03-26 12:24:00
PAY034351,O034351,C04856,Wallet,Successful,492.18,2026-01-02 00:11:00
PAY034352,O034352,C04761,UPI,Successful,256.92,2026-04-04 14:19:00
PAY034353,O034353,C04318,UPI,Failed,0.0,2026-04-04 00:08:00
PAY034354,O034354,C04866,Wallet,Successful,503.61,2026-01-28 21:20:00
PAY034355,O034355,C00473,UPI,Successful,498.37,2026-04-13 22:04:00
PAY034356,O034356,C03578,Debit Card,Failed,0.0,2026-06-06 04:08:00
PAY034357,O034357,C04675,Debit Card,Successful,269.96,2026-06-13 18:23:00
PAY034358,O034358,C03833,UPI,Successful,841.31,2026-04-20 14:08:00
PAY034359,O034359,C04331,Credit Card,Successful,1387.84,2026-02-21 17:11:00
PAY034360,O034360,C02142,Credit Card,Successful,345.33,2026-04-17 02:28:00
PAY034361,O034361,C02909,Credit Card,Successful,1173.12,2026-04-19 13:29:00
PAY034362,O034362,C02887,Cash,Successful,1980.15,2026-03-31 13:18:00
PAY034363,O034363,C04745,Credit Card,Successful,636.47,2026-06-11 20:10:00
PAY034364,O034364,C04112,Wallet,Successful,316.48,2026-05-01 22:19:00
PAY034365,O034365,C01399,UPI,Failed,0.0,2026-03-04 22:08:00
PAY034366,O034366,C00364,Debit Card,Successful,326.06,2026-03-08 14:03:00
PAY034367,O034367,C00744,UPI,Failed,0.0,2026-02-02 19:08:00
PAY034368,O034368,C03470,Wallet,Successful,484.65,2026-03-10 13:12:00
PAY034369,O034369,C02458,Wallet,Successful,367.23,2026-03-17 22:16:00
PAY034370,O034370,C03685,Credit Card,Failed,0.0,2026-03-07 13:09:00
PAY034371,O034371,C02234,UPI,Successful,894.29,2026-03-06 18:02:00
PAY034372,O034372,C04042,UPI,Successful,437.41,2026-01-11 00:26:00
PAY034373,O034373,C00470,Credit Card,Successful,215.19,2026-04-03 16:30:00
PAY034374,O034374,C00312,Wallet,Successful,501.38,2026-03-20 11:29:00
PAY034375,O034375,C02848,UPI,Successful,551.62,2026-04-25 06:07:00
PAY034376,O034376,C03150,Wallet,Successful,1994.84,2026-04-22 11:21:00
PAY034377,O034377,C04631,Debit Card,Successful,290.38,2026-03-15 00:16:00
PAY034378,O034378,C02170,UPI,Successful,418.03,2026-03-15 22:13:00
PAY034379,O034379,C04324,Credit Card,Successful,1315.97,2026-05-10 02:06:00
PAY034380,O034380,C00989,Credit Card,Successful,883.33,2026-05-08 12:27:00
PAY034381,O034381,C01432,Debit Card,Successful,96.72,2026-04-26 22:04:00
PAY034382,O034382,C04111,UPI,Successful,576.82,2026-01-01 07:11:00
PAY034383,O034383,C00214,Debit Card,Successful,840.78,2026-03-14 21:26:00
PAY034384,O034384,C04699,Credit Card,Successful,89.59,2026-04-05 23:17:00
PAY034385,O034385,C04148,Cash,Successful,949.99,2026-02-03 21:07:00
PAY034386,O034386,C04153,UPI,Successful,229.92,2026-03-25 12:09:00
PAY034387,O034387,C01313,UPI,Successful,621.1,2026-02-17 00:17:00
PAY034388,O034388,C03221,Credit Card,Refunded,328.49,2026-06-22 17:24:00
PAY034389,O034389,C02456,Cash,Successful,240.34,2026-05-02 18:21:00
PAY034390,O034390,C04628,Credit Card,Successful,297.08,2026-01-12 12:12:00
PAY034391,O034391,C03441,Debit Card,Refunded,1145.11,2026-02-26 12:26:00
PAY034392,O034392,C02405,Credit Card,Successful,317.28,2026-02-14 11:20:00
PAY034393,O034393,C00700,UPI,Failed,0.0,2026-03-14 06:10:00
PAY034394,O034394,C01567,Credit Card,Successful,815.12,2026-01-01 22:25:00
PAY034395,O034395,C04770,Credit Card,Successful,170.77,2026-05-20 20:04:00
PAY034396,O034396,C01310,Debit Card,Successful,517.17,2026-04-22 22:16:00
PAY034397,O034397,C04613,UPI,Successful,1464.51,2026-04-15 13:26:00
PAY034398,O034398,C00681,Credit Card,Successful,1312.02,2026-04-30 20:24:00
PAY034399,O034399,C01709,Cash,Successful,274.04,2026-05-06 05:17:00
PAY034400,O034400,C04823,Credit Card,Failed,0.0,2026-05-29 12:26:00
PAY034401,O034401,C03901,UPI,Successful,259.15,2026-05-29 22:24:00
PAY034402,O034402,C02165,Debit Card,Successful,1267.9,2026-06-21 09:06:00
PAY034403,O034403,C04365,UPI,Successful,526.12,2026-01-13 21:29:00
PAY034404,O034404,C01788,Credit Card,Successful,80.65,2026-03-05 22:10:00
PAY034405,O034405,C00718,UPI,Successful,700.85,2026-05-03 18:18:00
PAY034406,O034406,C00721,Cash,Successful,1198.28,2026-04-08 23:19:00
PAY034407,O034407,C03235,UPI,Successful,545.88,2026-06-17 00:13:00
PAY034408,O034408,C03858,Wallet,Failed,0.0,2026-06-11 21:27:00
PAY034409,O034409,C02188,Debit Card,Successful,106.2,2026-06-06 02:20:00
PAY034410,O034410,C03959,UPI,Successful,330.9,2026-02-04 22:12:00
PAY034411,O034411,C03753,Debit Card,Successful,382.6,2026-02-08 03:13:00
PAY034412,O034412,C04240,Debit Card,Successful,439.76,2026-05-07 12:28:00
PAY034413,O034413,C02270,Wallet,Successful,533.03,2026-06-23 03:11:00
PAY034414,O034414,C00781,Debit Card,Successful,932.32,2026-03-02 12:26:00
PAY034415,O034415,C04988,Credit Card,Successful,1520.29,2026-06-15 22:21:00
PAY034416,O034416,C00630,UPI,Successful,550.76,2026-06-19 18:21:00
PAY034417,O034417,C04531,Debit Card,Refunded,609.94,2026-04-01 20:10:00
PAY034418,O034418,C03922,UPI,Successful,1357.09,2026-05-20 20:19:00
PAY034419,O034419,C03078,Debit Card,Successful,215.31,2026-01-31 19:12:00
PAY034420,O034420,C03313,Credit Card,Failed,0.0,2026-05-08 03:16:00
PAY034421,O034421,C03127,Credit Card,Successful,277.07,2026-05-19 12:25:00
PAY034422,O034422,C02431,Cash,Failed,0.0,2026-02-18 15:06:00
PAY034423,O034423,C03542,Cash,Successful,304.9,2026-04-13 13:25:00
PAY034424,O034424,C03143,Cash,Refunded,1371.47,2026-05-22 17:20:00
PAY034425,O034425,C01630,Debit Card,Successful,90.12,2026-01-18 21:19:00
PAY034426,O034426,C01474,UPI,Successful,544.44,2026-01-05 22:26:00
PAY034427,O034427,C00480,Debit Card,Successful,617.89,2026-01-30 22:11:00
PAY034428,O034428,C02070,UPI,Successful,377.31,2026-02-17 21:09:00
PAY034429,O034429,C00561,Credit Card,Successful,104.09,2026-04-15 21:16:00
PAY034430,O034430,C02696,Debit Card,Successful,673.71,2026-06-14 19:22:00
PAY034431,O034431,C02660,Cash,Successful,872.42,2026-03-21 13:05:00
PAY034432,O034432,C02760,Cash,Successful,523.0,2026-03-13 19:16:00
PAY034433,O034433,C02004,Credit Card,Successful,516.69,2026-05-08 18:19:00
PAY034434,O034434,C04217,UPI,Successful,1244.39,2026-01-05 01:09:00
PAY034435,O034435,C02787,UPI,Successful,1017.12,2026-06-02 12:25:00
PAY034436,O034436,C03993,Cash,Successful,454.35,2026-03-17 14:17:00
PAY034437,O034437,C01462,Debit Card,Successful,1748.89,2026-01-22 22:22:00
PAY034438,O034438,C04847,UPI,Successful,1273.26,2026-04-03 13:12:00
PAY034439,O034439,C04885,Credit Card,Successful,384.97,2026-04-05 14:24:00
PAY034440,O034440,C00895,Debit Card,Successful,227.59,2026-03-10 01:26:00
PAY034441,O034441,C01007,UPI,Successful,1749.12,2026-05-18 17:29:00
PAY034442,O034442,C04283,Debit Card,Successful,1326.21,2026-01-31 01:11:00
PAY034443,O034443,C00518,Credit Card,Successful,303.22,2026-06-25 19:16:00
PAY034444,O034444,C01001,UPI,Successful,414.08,2026-06-12 21:18:00
PAY034445,O034445,C03748,UPI,Successful,225.01,2026-05-12 20:04:00
PAY034446,O034446,C00640,UPI,Successful,1998.68,2026-02-08 20:23:00
PAY034447,O034447,C00730,UPI,Successful,626.11,2026-04-19 01:28:00
PAY034448,O034448,C04749,Cash,Successful,84.81,2026-04-17 22:05:00
PAY034449,O034449,C00433,Credit Card,Successful,600.87,2026-03-05 19:21:00
PAY034450,O034450,C03938,Credit Card,Successful,677.08,2026-03-24 11:05:00
PAY034451,O034451,C02811,Debit Card,Successful,251.15,2026-01-31 01:16:00
PAY034452,O034452,C02938,UPI,Failed,0.0,2026-02-19 02:14:00
PAY034453,O034453,C04197,UPI,Successful,792.55,2026-02-18 16:28:00
PAY034454,O034454,C01122,Credit Card,Successful,604.12,2026-01-31 10:28:00
PAY034455,O034455,C04944,UPI,Successful,390.78,2026-02-16 16:30:00
PAY034456,O034456,C02327,Debit Card,Successful,345.1,2026-04-28 22:26:00
PAY034457,O034457,C01879,Credit Card,Successful,269.28,2026-05-24 19:02:00
PAY034458,O034458,C03417,UPI,Successful,522.1,2026-06-26 11:22:00
PAY034459,O034459,C02943,Debit Card,Successful,402.63,2026-02-15 04:23:00
PAY034460,O034460,C01615,Cash,Successful,233.76,2026-01-03 18:11:00
PAY034461,O034461,C04526,Credit Card,Successful,1086.85,2026-03-31 22:13:00
PAY034462,O034462,C01063,Cash,Successful,680.16,2026-06-22 23:30:00
PAY034463,O034463,C02473,Credit Card,Successful,330.1,2026-04-24 18:03:00
PAY034464,O034464,C04525,UPI,Successful,251.51,2026-06-26 19:13:00
PAY034465,O034465,C04551,Debit Card,Failed,0.0,2026-05-09 09:19:00
PAY034466,O034466,C00519,Credit Card,Successful,690.66,2026-04-05 21:07:00
PAY034467,O034467,C03425,Credit Card,Successful,482.38,2026-02-09 19:12:00
PAY034468,O034468,C00210,UPI,Successful,522.46,2026-01-25 01:15:00
PAY034469,O034469,C04687,Debit Card,Successful,404.15,2026-05-28 14:05:00
PAY034470,O034470,C04990,Credit Card,Failed,0.0,2026-03-07 18:16:00
PAY034471,O034471,C00867,Credit Card,Successful,545.09,2026-02-23 22:28:00
PAY034472,O034472,C03941,UPI,Successful,602.26,2026-04-08 19:07:00
PAY034473,O034473,C00176,Credit Card,Refunded,1312.92,2026-06-19 18:07:00
PAY034474,O034474,C04857,Credit Card,Successful,270.74,2026-02-26 21:03:00
PAY034475,O034475,C03530,Wallet,Successful,884.12,2026-01-02 18:29:00
PAY034476,O034476,C00217,Credit Card,Successful,1076.97,2026-06-02 11:11:00
PAY034477,O034477,C02911,Debit Card,Successful,285.23,2026-06-06 19:30:00
PAY034478,O034478,C00604,Credit Card,Successful,270.73,2026-01-15 03:08:00
PAY034479,O034479,C01743,Wallet,Successful,162.04,2026-04-25 08:20:00
PAY034480,O034480,C03304,Credit Card,Successful,252.19,2026-03-14 01:06:00
PAY034481,O034481,C00820,Credit Card,Successful,519.0,2026-06-03 18:11:00
PAY034482,O034482,C01062,Credit Card,Successful,1330.65,2026-04-18 19:20:00
PAY034483,O034483,C02472,UPI,Successful,654.11,2026-01-27 03:14:00
PAY034484,O034484,C03471,UPI,Successful,294.1,2026-04-10 01:06:00
PAY034485,O034485,C03013,UPI,Successful,1714.21,2026-02-02 12:09:00
PAY034486,O034486,C02956,Credit Card,Successful,944.26,2026-02-27 12:15:00
PAY034487,O034487,C02627,Wallet,Successful,262.77,2026-04-13 23:07:00
PAY034488,O034488,C00185,UPI,Refunded,747.47,2026-03-08 18:28:00
PAY034489,O034489,C03449,Wallet,Successful,367.53,2026-04-12 21:15:00
PAY034490,O034490,C00602,Debit Card,Successful,299.48,2026-04-17 10:04:00
PAY034491,O034491,C01310,Credit Card,Successful,307.73,2026-06-14 22:06:00
PAY034492,O034492,C01372,Credit Card,Successful,117.93,2026-02-10 13:03:00
PAY034493,O034493,C02767,UPI,Successful,498.82,2026-05-04 21:26:00
PAY034494,O034494,C04626,Credit Card,Successful,144.7,2026-04-14 12:06:00
PAY034495,O034495,C01013,Credit Card,Successful,498.86,2026-02-24 20:12:00
PAY034496,O034496,C01855,Cash,Successful,266.02,2026-04-11 13:10:00
PAY034497,O034497,C00007,Credit Card,Successful,1085.01,2026-02-12 01:18:00
PAY034498,O034498,C00188,UPI,Successful,153.16,2026-03-26 08:28:00
PAY034499,O034499,C04046,UPI,Successful,299.58,2026-05-31 02:18:00
PAY034500,O034500,C01624,Debit Card,Successful,925.07,2026-01-21 21:07:00
PAY034501,O034501,C01140,Debit Card,Successful,252.05,2026-01-07 18:08:00
PAY034502,O034502,C00063,Wallet,Failed,0.0,2026-01-09 11:30:00
PAY034503,O034503,C00441,UPI,Successful,570.33,2026-03-25 01:19:00
PAY034504,O034504,C01368,Debit Card,Successful,603.48,2026-05-23 01:30:00
PAY034505,O034505,C00587,UPI,Successful,196.48,2026-01-12 13:28:00
PAY034506,O034506,C00379,Wallet,Successful,685.81,2026-01-19 21:23:00
PAY034507,O034507,C01256,UPI,Successful,453.69,2026-02-01 04:03:00
PAY034508,O034508,C02488,UPI,Successful,281.12,2026-03-21 18:06:00
PAY034509,O034509,C02442,UPI,Successful,449.54,2026-06-06 23:24:00
PAY034510,O034510,C03947,UPI,Refunded,653.13,2026-02-25 08:09:00
PAY034511,O034511,C00737,Credit Card,Successful,1192.99,2026-04-10 22:14:00
PAY034512,O034512,C03348,Cash,Successful,456.07,2026-01-13 18:11:00
PAY034513,O034513,C00874,Cash,Refunded,948.92,2026-02-09 11:22:00
PAY034514,O034514,C04800,UPI,Successful,426.17,2026-01-15 04:13:00
PAY034515,O034515,C03239,Credit Card,Refunded,849.28,2026-01-24 17:03:00
PAY034516,O034516,C00099,UPI,Successful,783.03,2026-02-21 05:25:00
PAY034517,O034517,C02460,Debit Card,Successful,938.43,2026-01-18 14:24:00
PAY034518,O034518,C03300,UPI,Successful,634.82,2026-02-22 13:17:00
PAY034519,O034519,C00414,UPI,Successful,735.01,2026-01-21 20:22:00
PAY034520,O034520,C00314,UPI,Successful,811.95,2026-04-15 20:30:00
PAY034521,O034521,C02374,Cash,Successful,938.56,2026-01-02 13:09:00
PAY034522,O034522,C01786,Wallet,Successful,480.61,2026-05-08 21:09:00
PAY034523,O034523,C01433,Wallet,Successful,630.59,2026-02-17 05:14:00
PAY034524,O034524,C04519,Wallet,Successful,646.11,2026-04-19 22:03:00
PAY034525,O034525,C04326,UPI,Successful,725.94,2026-03-28 12:04:00
PAY034526,O034526,C01595,UPI,Successful,493.98,2026-01-24 22:14:00
PAY034527,O034527,C04773,UPI,Successful,843.39,2026-06-28 20:21:00
PAY034528,O034528,C03584,UPI,Successful,1544.78,2026-04-04 10:23:00
PAY034529,O034529,C04812,Credit Card,Successful,1298.18,2026-05-07 14:24:00
PAY034530,O034530,C00338,UPI,Successful,346.03,2026-06-10 23:30:00
PAY034531,O034531,C04342,Debit Card,Successful,279.02,2026-02-08 21:14:00
PAY034532,O034532,C00558,Cash,Successful,302.54,2026-02-26 19:04:00
PAY034533,O034533,C04300,Wallet,Successful,744.36,2026-01-10 18:16:00
PAY034534,O034534,C01217,Debit Card,Failed,0.0,2026-02-20 19:27:00
PAY034535,O034535,C03911,UPI,Successful,478.31,2026-05-10 01:12:00
PAY034536,O034536,C03431,Wallet,Successful,748.56,2026-05-28 12:19:00
PAY034537,O034537,C04770,Debit Card,Successful,251.85,2026-01-28 10:23:00
PAY034538,O034538,C00736,UPI,Successful,1858.99,2026-04-10 21:11:00
PAY034539,O034539,C03326,Cash,Successful,250.11,2026-01-12 12:09:00
PAY034540,O034540,C02332,Debit Card,Failed,0.0,2026-05-08 07:07:00
PAY034541,O034541,C02266,UPI,Successful,1584.08,2026-01-07 15:14:00
PAY034542,O034542,C04669,Credit Card,Successful,635.35,2026-05-30 18:13:00
PAY034543,O034543,C03624,Debit Card,Failed,0.0,2026-02-17 00:02:00
PAY034544,O034544,C00182,UPI,Successful,335.49,2026-06-08 22:18:00
PAY034545,O034545,C00208,Wallet,Successful,188.96,2026-02-24 22:05:00
PAY034546,O034546,C02471,Credit Card,Successful,370.88,2026-02-17 06:22:00
PAY034547,O034547,C01194,Wallet,Successful,282.03,2026-02-13 20:01:00
PAY034548,O034548,C04235,Debit Card,Refunded,328.32,2026-03-13 16:29:00
PAY034549,O034549,C04350,Cash,Successful,646.68,2026-04-19 21:09:00
PAY034550,O034550,C01190,Debit Card,Successful,461.07,2026-03-04 12:19:00
PAY034551,O034551,C04665,Wallet,Successful,574.2,2026-01-13 20:30:00
PAY034552,O034552,C01659,UPI,Successful,637.73,2026-03-27 20:00:00
PAY034553,O034553,C00426,Credit Card,Successful,446.01,2026-02-26 23:03:00
PAY034554,O034554,C03578,UPI,Successful,171.28,2026-04-04 01:27:00
PAY034555,O034555,C01430,UPI,Successful,306.98,2026-03-01 14:23:00
PAY034556,O034556,C04858,Credit Card,Successful,93.62,2026-03-09 14:30:00
PAY034557,O034557,C00569,Credit Card,Successful,472.22,2026-04-02 12:20:00
PAY034558,O034558,C02627,Cash,Successful,726.88,2026-01-28 19:07:00
PAY034559,O034559,C00231,Credit Card,Successful,663.78,2026-02-01 00:30:00
PAY034560,O034560,C00995,UPI,Successful,206.01,2026-01-29 04:10:00
PAY034561,O034561,C01657,UPI,Successful,418.49,2026-03-02 02:16:00
PAY034562,O034562,C04040,UPI,Failed,0.0,2026-02-05 20:00:00
PAY034563,O034563,C00790,UPI,Successful,102.55,2026-04-24 19:07:00
PAY034564,O034564,C02626,Debit Card,Successful,761.34,2026-01-03 15:04:00
PAY034565,O034565,C01037,Credit Card,Successful,1368.95,2026-02-09 14:12:00
PAY034566,O034566,C04439,Credit Card,Failed,0.0,2026-05-26 02:23:00
PAY034567,O034567,C01613,Cash,Successful,1009.63,2026-05-02 17:15:00
PAY034568,O034568,C00339,Credit Card,Successful,673.15,2026-06-20 19:27:00
PAY034569,O034569,C00586,UPI,Refunded,420.62,2026-02-12 16:14:00
PAY034570,O034570,C00422,UPI,Successful,648.06,2026-02-02 01:27:00
PAY034571,O034571,C01314,UPI,Successful,559.13,2026-02-17 16:09:00
PAY034572,O034572,C01314,UPI,Successful,338.66,2026-03-05 17:27:00
PAY034573,O034573,C03843,Wallet,Successful,317.59,2026-01-04 01:08:00
PAY034574,O034574,C01178,UPI,Successful,348.31,2026-02-10 21:09:00
PAY034575,O034575,C01739,Credit Card,Successful,428.23,2026-01-05 01:03:00
PAY034576,O034576,C01667,UPI,Refunded,516.88,2026-06-21 10:04:00
PAY034577,O034577,C04224,Debit Card,Successful,559.8,2026-06-30 03:28:00
PAY034578,O034578,C04529,Credit Card,Successful,293.65,2026-06-08 09:29:00
PAY034579,O034579,C00515,Debit Card,Failed,0.0,2026-04-05 10:21:00
PAY034580,O034580,C03330,Credit Card,Successful,225.4,2026-01-08 08:19:00
PAY034581,O034581,C04598,UPI,Successful,383.97,2026-06-07 09:28:00
PAY034582,O034582,C00989,UPI,Successful,301.1,2026-03-23 16:02:00
PAY034583,O034583,C04513,UPI,Successful,466.36,2026-02-20 08:05:00
PAY034584,O034584,C04196,Cash,Refunded,297.01,2026-06-13 01:21:00
PAY034585,O034585,C01418,Debit Card,Successful,168.59,2026-01-01 16:02:00
PAY034586,O034586,C04975,Debit Card,Successful,943.36,2026-06-21 19:27:00
PAY034587,O034587,C02726,Debit Card,Successful,420.07,2026-03-08 18:21:00
PAY034588,O034588,C02197,UPI,Successful,2005.83,2026-06-27 20:25:00
PAY034589,O034589,C02015,Credit Card,Successful,395.42,2026-03-20 12:15:00
PAY034590,O034590,C00451,Credit Card,Successful,325.76,2026-02-07 18:27:00
PAY034591,O034591,C00534,UPI,Successful,1696.35,2026-06-13 07:29:00
PAY034592,O034592,C02916,UPI,Successful,849.3,2026-05-06 11:19:00
PAY034593,O034593,C04819,Credit Card,Successful,91.24,2026-06-28 11:23:00
PAY034594,O034594,C04960,UPI,Successful,1299.35,2026-03-30 05:24:00
PAY034595,O034595,C01544,Wallet,Successful,666.7,2026-06-24 20:10:00
PAY034596,O034596,C00819,UPI,Successful,503.72,2026-03-24 00:04:00
PAY034597,O034597,C01690,Debit Card,Successful,658.66,2026-06-29 18:14:00
PAY034598,O034598,C02294,Wallet,Successful,194.27,2026-06-04 10:05:00
PAY034599,O034599,C01473,Credit Card,Successful,518.62,2026-03-01 13:05:00
PAY034600,O034600,C02202,UPI,Successful,287.44,2026-03-22 11:24:00
PAY034601,O034601,C00246,Debit Card,Successful,287.42,2026-05-30 12:14:00
PAY034602,O034602,C00815,UPI,Successful,649.59,2026-05-04 22:09:00
PAY034603,O034603,C03115,UPI,Successful,1319.39,2026-02-19 14:16:00
PAY034604,O034604,C00393,Wallet,Successful,311.3,2026-05-09 23:17:00
PAY034605,O034605,C04259,UPI,Successful,404.87,2026-03-07 14:23:00
PAY034606,O034606,C04562,Debit Card,Refunded,392.41,2026-04-04 13:02:00
PAY034607,O034607,C04608,Credit Card,Successful,1676.27,2026-06-03 19:20:00
PAY034608,O034608,C01171,UPI,Successful,1181.32,2026-04-11 19:11:00
PAY034609,O034609,C04944,Credit Card,Successful,580.72,2026-01-17 08:26:00
PAY034610,O034610,C03228,UPI,Successful,746.07,2026-01-11 21:03:00
PAY034611,O034611,C02563,Credit Card,Successful,290.42,2026-02-26 06:03:00
PAY034612,O034612,C02194,Cash,Successful,580.98,2026-04-15 02:17:00
PAY034613,O034613,C03584,Debit Card,Successful,720.11,2026-05-17 06:27:00
PAY034614,O034614,C03341,UPI,Successful,252.56,2026-02-14 18:29:00
PAY034615,O034615,C02344,Debit Card,Successful,204.88,2026-04-27 08:17:00
PAY034616,O034616,C02362,Credit Card,Successful,418.1,2026-03-08 01:12:00
PAY034617,O034617,C02617,Debit Card,Successful,257.27,2026-05-09 09:16:00
PAY034618,O034618,C02525,Debit Card,Successful,598.05,2026-04-19 02:28:00
PAY034619,O034619,C01143,Credit Card,Successful,452.37,2026-01-03 19:13:00
PAY034620,O034620,C02582,UPI,Successful,949.6,2026-05-20 05:00:00
PAY034621,O034621,C03635,Credit Card,Successful,95.66,2026-04-30 18:27:00
PAY034622,O034622,C04570,Debit Card,Successful,262.33,2026-06-06 17:27:00
PAY034623,O034623,C04824,UPI,Successful,672.88,2026-05-12 21:04:00
PAY034624,O034624,C00588,Cash,Successful,411.21,2026-04-09 16:20:00
PAY034625,O034625,C01190,Debit Card,Successful,319.7,2026-03-15 13:11:00
PAY034626,O034626,C04576,Wallet,Successful,451.97,2026-02-18 01:09:00
PAY034627,O034627,C00061,Credit Card,Successful,850.11,2026-06-18 19:11:00
PAY034628,O034628,C01841,UPI,Successful,122.96,2026-05-15 00:02:00
PAY034629,O034629,C01303,Credit Card,Successful,253.11,2026-06-17 01:14:00
PAY034630,O034630,C04684,UPI,Successful,304.09,2026-02-03 11:05:00
PAY034631,O034631,C04305,Cash,Successful,304.79,2026-05-02 12:16:00
PAY034632,O034632,C00037,UPI,Successful,498.79,2026-01-22 20:08:00
PAY034633,O034633,C01158,Credit Card,Successful,763.75,2026-03-20 20:10:00
PAY034634,O034634,C04831,Cash,Successful,1067.04,2026-05-18 19:26:00
PAY034635,O034635,C02960,Credit Card,Successful,283.94,2026-05-30 08:16:00
PAY034636,O034636,C01421,Credit Card,Successful,1278.03,2026-02-17 05:24:00
PAY034637,O034637,C03324,Credit Card,Successful,472.91,2026-03-20 18:22:00
PAY034638,O034638,C00507,UPI,Successful,784.36,2026-04-09 11:02:00
PAY034639,O034639,C01615,Wallet,Successful,261.79,2026-02-28 22:09:00
PAY034640,O034640,C01268,Cash,Successful,719.44,2026-02-17 12:19:00
PAY034641,O034641,C04926,Debit Card,Successful,450.39,2026-06-06 03:20:00
PAY034642,O034642,C00973,UPI,Successful,348.85,2026-03-01 18:16:00
PAY034643,O034643,C00450,UPI,Successful,455.7,2026-03-21 05:04:00
PAY034644,O034644,C04216,Wallet,Successful,877.75,2026-04-06 23:19:00
PAY034645,O034645,C03381,Wallet,Successful,938.16,2026-03-21 21:21:00
PAY034646,O034646,C04730,Debit Card,Successful,159.16,2026-06-06 11:23:00
PAY034647,O034647,C00212,Credit Card,Successful,329.7,2026-02-09 14:08:00
PAY034648,O034648,C02332,Credit Card,Successful,578.69,2026-01-31 18:15:00
PAY034649,O034649,C03602,UPI,Successful,301.82,2026-05-05 22:23:00
PAY034650,O034650,C01065,UPI,Successful,224.78,2026-06-03 22:11:00
PAY034651,O034651,C01447,UPI,Successful,1253.1,2026-06-30 05:21:00
PAY034652,O034652,C03017,Credit Card,Failed,0.0,2026-05-23 16:00:00
PAY034653,O034653,C01533,Wallet,Successful,271.2,2026-03-18 22:22:00
PAY034654,O034654,C02954,UPI,Successful,1016.84,2026-04-09 00:15:00
PAY034655,O034655,C01834,UPI,Successful,1909.68,2026-01-08 05:22:00
PAY034656,O034656,C02408,Credit Card,Successful,394.8,2026-06-02 10:02:00
PAY034657,O034657,C03306,Debit Card,Successful,442.85,2026-04-25 00:26:00
PAY034658,O034658,C04742,UPI,Successful,282.23,2026-02-15 09:10:00
PAY034659,O034659,C01357,Wallet,Successful,113.01,2026-05-03 10:23:00
PAY034660,O034660,C02254,Credit Card,Refunded,536.76,2026-02-07 22:01:00
PAY034661,O034661,C03998,UPI,Refunded,1316.37,2026-05-16 07:14:00
PAY034662,O034662,C02137,Credit Card,Successful,397.63,2026-02-07 06:19:00
PAY034663,O034663,C00936,Debit Card,Successful,278.52,2026-02-28 14:06:00
PAY034664,O034664,C01123,UPI,Successful,533.74,2026-05-19 19:12:00
PAY034665,O034665,C01510,UPI,Successful,334.65,2026-06-17 21:20:00
PAY034666,O034666,C00711,Debit Card,Successful,349.69,2026-01-15 02:14:00
PAY034667,O034667,C00994,Cash,Successful,192.34,2026-05-16 21:00:00
PAY034668,O034668,C00055,Credit Card,Successful,825.17,2026-04-12 18:15:00
PAY034669,O034669,C01641,UPI,Successful,309.44,2026-04-17 00:12:00
PAY034670,O034670,C02362,Credit Card,Successful,506.83,2026-02-08 02:26:00
PAY034671,O034671,C03176,Cash,Successful,446.04,2026-03-04 21:02:00
PAY034672,O034672,C01757,UPI,Successful,1041.19,2026-06-06 12:20:00
PAY034673,O034673,C00776,Credit Card,Successful,961.72,2026-02-07 22:17:00
PAY034674,O034674,C00356,Cash,Successful,619.02,2026-06-20 21:18:00
PAY034675,O034675,C03451,UPI,Successful,309.34,2026-03-16 11:30:00
PAY034676,O034676,C02743,UPI,Successful,844.95,2026-04-16 17:03:00
PAY034677,O034677,C00564,UPI,Successful,972.62,2026-03-12 09:00:00
PAY034678,O034678,C02395,Wallet,Refunded,910.54,2026-03-22 19:17:00
PAY034679,O034679,C02893,UPI,Successful,322.4,2026-04-12 13:15:00
